#Organism Name,Organism Groups,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,Host,CDS,Neighbors,Release Date,GenBank FTP,RefSeq FTP,Replicons
"Thermus phage P23-45","Viruses;Other;Other","","","GCA_000871085.1","Complete",0.084201,57.8," Unknown:NC_009803.1/EU100883.1","bacteria",117,,"2007-09-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/871/085/GCA_000871085.1_ViralProj20765","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/871/085/GCF_000871085.1_ViralProj20765"," Unknown:NC_009803.1/EU100883.1"
"Thermus phage P74-26","Viruses;Other;Other","","","GCA_000871945.1","Complete",0.083319,57.8," Unknown:NC_009804.1/EU100884.1","bacteria",116,,"2007-09-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/871/945/GCA_000871945.1_ViralProj20767","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/871/945/GCF_000871945.1_ViralProj20767"," Unknown:NC_009804.1/EU100884.1"
"Corynebacterium phage P1201","Viruses;Other;Zierdtviridae","","","GCA_000874205.1","Complete",0.070579,50.9," Unknown:NC_009816.1/DQ499600.1","bacteria",97,,"2007-07-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/874/205/GCA_000874205.1_ViralProj20781","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/874/205/GCF_000874205.1_ViralProj20781"," Unknown:NC_009816.1/DQ499600.1"
"Lactococcus phage KSY1","Viruses;Other;Other","","","GCA_000873545.1","Complete",0.079232,35.1," Unknown:NC_009817.1/DQ535032.1","bacteria",130,,"2007-06-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/873/545/GCA_000873545.1_ViralProj20783","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/873/545/GCF_000873545.1_ViralProj20783"," Unknown:NC_009817.1/DQ535032.1"
"Streptococcus phage P9","Viruses;Other;Siphoviridae","","","GCA_000871105.1","Complete",0.040539,39.7," Unknown:NC_009819.1/DQ864624.1","bacteria",53,,"2007-07-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/871/105/GCA_000871105.1_ViralProj20785","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/871/105/GCF_000871105.1_ViralProj20785"," Unknown:NC_009819.1/DQ864624.1"
"Mycobacterium phage Tweety","Viruses;Other;Other","","","GCA_000871965.1","Complete",0.058692,61.7," Unknown:NC_009820.1/EF536069.1","bacteria",109,,"2007-06-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/871/965/GCA_000871965.1_ViralProj20787","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/871/965/GCF_000871965.1_ViralProj20787"," Unknown:NC_009820.1/EF536069.1"
"Listeria phage A500","Viruses;Other;Siphoviridae","","","GCA_000873565.1","Complete",0.038867,36.7," Unknown:NC_009810.1/DQ003637.1","bacteria",63,,"2007-09-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/873/565/GCA_000873565.1_ViralProj20791","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/873/565/GCF_000873565.1_ViralProj20791"," Unknown:NC_009810.1/DQ003637.1"
"Listeria phage A511","Viruses;Other;Herelleviridae","","","GCA_000871125.1","Complete",0.137619,35.9," Unknown:NC_009811.2/DQ003638.2","bacteria",190,,"2007-09-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/871/125/GCA_000871125.1_ViralProj20793","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/871/125/GCF_000871125.1_ViralProj20793"," Unknown:NC_009811.2/DQ003638.2"
"Listeria phage B025","Viruses;Other;Other","","","GCA_000871985.1","Complete",0.042653,35.1," Unknown:NC_009812.1/DQ003639.1","bacteria",65,,"2005-05-26T08:50:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/871/985/GCA_000871985.1_ViralProj20795","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/871/985/GCF_000871985.1_ViralProj20795"," Unknown:NC_009812.1/DQ003639.1"
"Listeria phage B054","Viruses;Other;Myoviridae","","","GCA_000874245.1","Complete",0.048172,36.2," Unknown:NC_009813.1/DQ003640.1","bacteria",80,,"2007-09-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/874/245/GCA_000874245.1_ViralProj20797","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/874/245/GCF_000874245.1_ViralProj20797"," Unknown:NC_009813.1/DQ003640.1"
"Listeria phage P35","Viruses;Other;Siphoviridae","","","GCA_000873585.1","Complete",0.035822,40.8," Unknown:NC_009814.1/DQ003641.1","bacteria",56,,"2007-09-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/873/585/GCA_000873585.1_ViralProj20799","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/873/585/GCF_000873585.1_ViralProj20799"," Unknown:NC_009814.1/DQ003641.1"
"Listeria phage A006","Viruses;Other;Siphoviridae","","","GCA_000871145.1","Complete",0.038124,35.5," Unknown:NC_009815.1/DQ003642.1","bacteria",62,,"2007-09-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/871/145/GCA_000871145.1_ViralProj20801","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/871/145/GCF_000871145.1_ViralProj20801"," Unknown:NC_009815.1/DQ003642.1"
"Staphylococcus phage SAP-2","Viruses;Other;Rountreeviridae","","","GCA_000872005.1","Complete",0.017938,28.9," Unknown:NC_009875.1/EU136189.1","bacteria",20,,"2007-09-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/872/005/GCA_000872005.1_ViralProj20925","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/872/005/GCF_000872005.1_ViralProj20925"," Unknown:NC_009875.1/EU136189.1"
"Mycobacterium phage U2","Viruses;Other;Other","","","GCA_000873625.1","Complete",0.051277,63.7,"NC_009877.1/AY500152.1","bacteria",81,,"2004-01-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/873/625/GCA_000873625.1_ViralProj20943","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/873/625/GCF_000873625.1_ViralProj20943","NC_009877.1/AY500152.1"
"Pseudomonas phage LKD16","Viruses;Other;Autographiviridae","","","GCA_000871265.1","Complete",0.0432,62.3," Unknown:NC_009935.1/AM265638.1","bacteria",53,,"2006-09-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/871/265/GCA_000871265.1_ViralProj21043","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/871/265/GCF_000871265.1_ViralProj21043"," Unknown:NC_009935.1/AM265638.1"
"Pseudomonas phage LKA1","Viruses;Other;Autographiviridae","","","GCA_000872125.1","Complete",0.041593,60.9," Unknown:NC_009936.1/AM265639.1","bacteria",57,,"2006-09-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/872/125/GCA_000872125.1_ViralProj21045","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/872/125/GCF_000872125.1_ViralProj21045"," Unknown:NC_009936.1/AM265639.1"
"Vespertiliovirus SkV1CR23x","Viruses;Other;Plectroviridae","","","GCA_000872145.1","Complete",0.00787,22.2," Unknown:NC_009987.1/EF506570.1","bacteria",13,,"2007-11-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/872/145/GCA_000872145.1_ViralProj27891","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/872/145/GCF_000872145.1_ViralProj27891"," Unknown:NC_009987.1/EF506570.1"
"Thalassomonas phage BA3","Viruses;Other;Podoviridae","","","GCA_000873765.1","Complete",0.037313,40.9," Unknown:NC_009990.1/EU124666.1","bacteria",47,,"2007-10-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/873/765/GCA_000873765.1_ViralProj27903","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/873/765/GCF_000873765.1_ViralProj27903"," Unknown:NC_009990.1/EU124666.1"
"Mycobacterium phage Giles","Viruses;Other;Other","","","GCA_000872185.1","Complete",0.053746,67.4," Unknown:NC_009993.2/EU203571.2","bacteria",78,4,"2007-11-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/872/185/GCA_000872185.1_ViralProj27907","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/872/185/GCF_000872185.1_ViralProj27907"," Unknown:NC_009993.2/EU203571.2"
"Escherichia phage phiEcoM-GJ1","Viruses;Other;Chaseviridae","","","GCA_000871345.1","Complete",0.052975,44," Unknown:NC_010106.1/EF460875.1","bacteria",75,,"2007-11-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/871/345/GCA_000871345.1_ViralProj27979","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/871/345/GCF_000871345.1_ViralProj27979"," Unknown:NC_010106.1/EF460875.1"
"Escherichia phage JS98","Viruses;Other;Straboviridae","","","GCA_000872205.1","Complete",0.170523,39.5," Unknown:NC_010105.1/EF469154.1","bacteria",266,,"2007-11-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/872/205/GCA_000872205.1_ViralProj27983","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/872/205/GCF_000872205.1_ViralProj27983"," Unknown:NC_010105.1/EF469154.1"
"Pseudomonas virus Yua","Viruses;Other;Mesyanzhinovviridae","","","GCA_000871365.1","Complete",0.058663,64.3," Unknown:NC_010116.1/AM749441.1","bacteria",77,,"2007-12-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/871/365/GCA_000871365.1_ViralProj28053","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/871/365/GCF_000871365.1_ViralProj28053"," Unknown:NC_010116.1/AM749441.1"
"Staphylococcus phage phiMR11","Viruses;Other;Other","","","GCA_000872225.1","Complete",0.043011,35.6," Unknown:NC_010147.1/AB370268.1","bacteria",67,,"2007-12-06T23:28:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/872/225/GCA_000872225.1_ViralProj28065","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/872/225/GCF_000872225.1_ViralProj28065"," Unknown:NC_010147.1/AB370268.1"
"Lactobacillus prophage Lj771","Viruses;Other;Myoviridae","","","GCA_000871405.1","Complete",0.040881,36.4," Unknown:NC_010179.2/AF195902.3","bacteria",56,,"2001-04-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/871/405/GCA_000871405.1_ViralProj28145","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/871/405/GCF_000871405.1_ViralProj28145"," Unknown:NC_010179.2/AF195902.3"
"Vibrio phage Kappa","Viruses;Other;Peduoviridae","","","GCA_000872585.1","Complete",0.033507,48.8," Unknown:NC_010275.2/AB374228.1","bacteria",45,1,"2008-01-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/872/585/GCA_000872585.1_ViralProj28503","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/872/585/GCF_000872585.2_ViralProj28503"," Unknown:NC_010275.2/AB374228.1"
"Dybvigvirus Av1","Viruses;Other;Other","","","GCA_000874085.1","Complete",0.017171,49.5," Unknown:NC_009643.1/DQ123818.2","bacteria",22,,"2005-08-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/874/085/GCA_000874085.1_ViralProj20057","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/874/085/GCF_000874085.1_ViralProj20057"," Unknown:NC_009643.1/DQ123818.2"
"Svunavirus sv1","Viruses;Other;Other","","","GCA_000873445.1","Complete",0.035055,44.8," Unknown:NC_009737.2/DQ840344.2","bacteria",54,,"2007-07-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/873/445/GCA_000873445.1_ViralProj20397","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/873/445/GCF_000873445.1_ViralProj20397"," Unknown:NC_009737.2/DQ840344.2"
"Escherichia phage phiEco32","Viruses;Other;Other","","","GCA_000879095.1","Complete",0.077554,42.3," Unknown:NC_010324.1/EU330206.1","bacteria",128,,"2008-01-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/879/095/GCA_000879095.1_ViralProj28729","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/879/095/GCF_000879095.1_ViralProj28729"," Unknown:NC_010324.1/EU330206.1"
"Bruynoghevirus LUZ24","Viruses;Other;Other","","","GCA_000879735.1","Complete",0.045625,52.2," Unknown:NC_010325.1/AM910650.1","bacteria",68,,"2007-11-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/879/735/GCA_000879735.1_ViralProj28739","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/879/735/GCF_000879735.1_ViralProj28739"," Unknown:NC_010325.1/AM910650.1"
"Pseudomonas phage LUZ19","Viruses;Other;Autographiviridae","","","GCA_000879115.1","Complete",0.043548,62.3," Unknown:NC_010326.1/AM910651.1","bacteria",54,,"2007-11-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/879/115/GCA_000879115.1_ViralProj28741","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/879/115/GCF_000879115.1_ViralProj28741"," Unknown:NC_010326.1/AM910651.1"
"Halomonas phage phiHAP-1","Viruses;Other;Other","","","GCA_000879135.1","Complete",0.039245,59," Unknown:NC_010342.1/EU399241.1","bacteria",46,,"2008-02-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/879/135/GCA_000879135.1_ViralProj28763","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/879/135/GCF_000879135.1_ViralProj28763"," Unknown:NC_010342.1/EU399241.1"
"Streptococcus phage 858","Viruses;Other;Other","","","GCA_000874965.1","Complete",0.035543,39.8," Unknown:NC_010353.1/EF529515.1","bacteria",46,,"2008-02-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/874/965/GCA_000874965.1_ViralProj28829","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/874/965/GCF_000874965.1_ViralProj28829"," Unknown:NC_010353.1/EF529515.1"
"Microbacterium phage Min1","Viruses;Other;Other","","","GCA_000874045.1","Complete",0.046365,68.3," Unknown:NC_009603.1/EF579802.1","bacteria",77,,"2007-06-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/874/045/GCA_000874045.1_ViralProj19961","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/874/045/GCF_000874045.1_ViralProj19961"," Unknown:NC_009603.1/EF579802.1"
"Burkholderia phage BcepNY3","Viruses;Other;Other","","","GCA_000873385.1","Complete",0.047382,63.6," Unknown:NC_009604.1/EF602154.1","bacteria",70,,"2007-06-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/873/385/GCA_000873385.1_ViralProj19963","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/873/385/GCF_000873385.1_ViralProj19963"," Unknown:NC_009604.1/EF602154.1"
"Azospirillum phage Cd","Viruses;Other;Siphoviridae","","","GCA_000872705.1","Complete",0.062337,63.9," Unknown:NC_010355.1/CU468217.1","bacteria",95,,"2008-02-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/872/705/GCA_000872705.1_ViralProj28841","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/872/705/GCF_000872705.1_ViralProj28841"," Unknown:NC_010355.1/CU468217.1"
"Lactococcus phage asccphi28","Viruses;Other;Salasmaviridae","","","GCA_000872725.1","Complete",0.018762,33.7," Unknown:NC_010363.1/EU438902.1","bacteria",28,,"2008-02-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/872/725/GCA_000872725.1_ViralProj28985","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/872/725/GCF_000872725.1_ViralProj28985"," Unknown:NC_010363.1/EU438902.1"
"Salmonella phage Vi II-E1","Viruses;Other;Other","","","GCA_000875025.1","Complete",0.045051,46.1," Unknown:NC_010495.1/AM491472.1","bacteria",51,,"2008-03-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/875/025/GCA_000875025.1_ViralProj29079","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/875/025/GCF_000875025.1_ViralProj29079"," Unknown:NC_010495.1/AM491472.1"
"Lactococcus phage 1706","Viruses;Other;Other","","","GCA_000879895.1","Complete",0.055597,33.7," Unknown:NC_010576.1/EU081845.1","bacteria",76,,"2008-04-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/879/895/GCA_000879895.1_ViralProj29283","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/879/895/GCF_000879895.1_ViralProj29283"," Unknown:NC_010576.1/EU081845.1"
"Mycobacterium phage BPs","Viruses;Other;Other","","","GCA_002758655.1","Complete",0.041901,66.6,"EU568876.1","bacteria",63,,"2008-04-07T00:00:00Z",,,"EU568876.1"
"Mycobacterium phage Adjutor","Viruses;Other;Other","","","GCA_002758675.1","Complete",0.064511,59.7,"EU676000.1","bacteria",86,,"2008-05-19T00:00:00Z",,,"EU676000.1"
"Staphylococcus phage phiMR25","Viruses;Other;Other","","","GCA_000874465.1","Complete",0.044342,34.3," Unknown:NC_010808.1/AB370205.1","bacteria",70,,"2008-06-03T23:04:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/874/465/GCA_000874465.1_ViralProj30061","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/874/465/GCF_000874465.1_ViralProj30061"," Unknown:NC_010808.1/AB370205.1"
"Salmonella phage phiSG-JL2","Viruses;Other;Autographiviridae","","","GCA_000875285.1","Complete",0.038815,50.9,"NC_010807.1/EU547803.1","bacteria",55,,"2008-06-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/875/285/GCA_000875285.1_ViralProj30063","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/875/285/GCF_000875285.1_ViralProj30063","NC_010807.1/EU547803.1"
"Pseudomonas phage 201phi2-1","Viruses;Other;Myoviridae","","","GCA_000875305.1","Complete",0.316674,45.3," Unknown:NC_010821.1/EU197055.1","bacteria",461,,"2008-06-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/875/305/GCA_000875305.1_ViralProj30097","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/875/305/GCF_000875305.1_ViralProj30097"," Unknown:NC_010821.1/EU197055.1"
"Streptococcus phage PH15","Viruses;Other;Siphoviridae","","","GCA_000875325.1","Complete",0.039136,40.5," Unknown:NC_010945.1/FM163528.1","bacteria",60,,"2008-06-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/875/325/GCA_000875325.1_ViralProj30161","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/875/325/GCF_000875325.1_ViralProj30161"," Unknown:NC_010945.1/FM163528.1"
"Mycobacterium phage DD5","Viruses;Other;Other","","","GCA_000875405.1","Complete",0.051621,63.4,"NC_011022.1/EU744252.1","bacteria",87,,"2008-06-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/875/405/GCA_000875405.1_ViralProj30513","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/875/405/GCF_000875405.1_ViralProj30513","NC_011022.1/EU744252.1"
"Mycobacterium phage Nigel","Viruses;Other;Other","","","GCA_000879635.1","Complete",0.069904,68.3," Unknown:NC_011044.1/EU770221.1","bacteria",94,,"2008-06-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/879/635/GCA_000879635.1_ViralProj30609","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/879/635/GCF_000879635.1_ViralProj30609"," Unknown:NC_011044.1/EU770221.1"
"Mycobacterium phage Predator","Viruses;Other;Other","","","GCA_000874645.1","Complete",0.07011,56.3," Unknown:NC_011039.1/EU770222.1","bacteria",92,,"2008-06-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/874/645/GCA_000874645.1_ViralProj30611","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/874/645/GCF_000874645.1_ViralProj30611"," Unknown:NC_011039.1/EU770222.1"
"Escherichia phage V5","Viruses;Other;Other","","","GCA_000875465.1","Complete",0.137947,43.6," Unknown:NC_011041.1/DQ832317.1","bacteria",233,,"2008-06-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/875/465/GCA_000875465.1_ViralProj30613","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/875/465/GCF_000875465.1_ViralProj30613"," Unknown:NC_011041.1/DQ832317.1"
"Bacillus phage phi29","Viruses;Other;Salasmaviridae","","","GCA_000880275.1","Complete",0.019282,40," Unknown:NC_011048.1/EU771092.1","bacteria",27,,"2008-06-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/880/275/GCA_000880275.1_ViralProj30615","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/880/275/GCF_000880275.1_ViralProj30615"," Unknown:NC_011048.1/EU771092.1"
"Mycobacterium phage Phaedrus","Viruses;Other;Other","","","GCA_000874685.1","Complete",0.06809,67.6," Unknown:NC_011057.1/EU816589.1","bacteria",98,,"2008-07-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/874/685/GCA_000874685.1_ViralProj30697","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/874/685/GCF_000874685.1_ViralProj30697"," Unknown:NC_011057.1/EU816589.1"
"Morganella phage MmP1","Viruses;Other;Autographiviridae","","","GCA_000881355.2","Complete",0.038457,46.5,"NC_011085.3/EU652770.3","bacteria",49,,"2008-07-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/881/355/GCA_000881355.2_ViralProj30793","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/881/355/GCF_000881355.2_ViralProj30793","NC_011085.3/EU652770.3"
"Rhizobium phage 16-3","Viruses;Other;Siphoviridae","","","GCA_000881375.1","Complete",0.060195,59," Unknown:NC_011103.1/DQ500118.1","bacteria",110,,"2008-07-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/881/375/GCA_000881375.1_ViralProj30845","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/881/375/GCF_000881375.1_ViralProj30845"," Unknown:NC_011103.1/DQ500118.1"
"Pseudomonas phage PT5","Viruses;Other;Autographiviridae","","","GCA_002630325.1","Complete",0.042954,62.3,"NC_011105.1/EU056923.1","bacteria",52,1,"2008-07-31T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/630/325/GCF_002630325.1_ASM263032v1","NC_011105.1/EU056923.1"
"Pseudomonas phage PT2","Viruses;Other;Autographiviridae","","","GCA_000880375.1","Complete",0.042961,62.2," Unknown:NC_011107.1/EU236438.1","bacteria",54,,"2008-07-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/880/375/GCA_000880375.1_ViralProj30851","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/880/375/GCF_000880375.1_ViralProj30851"," Unknown:NC_011107.1/EU236438.1"
"Lactobacillus phage Lrm1","Viruses;Other;Other","","","GCA_000875585.1","Complete",0.039989,45.5," Unknown:NC_011104.1/EU246945.1","bacteria",54,,"2008-08-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/875/585/GCA_000875585.1_ViralProj30879","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/875/585/GCF_000875585.1_ViralProj30879"," Unknown:NC_011104.1/EU246945.1"
"Pseudomonas phage LBL3","Viruses;Other;Other","","","GCA_000875605.1","Complete",0.064427,55.5," Unknown:NC_011165.1/FM201281.1","bacteria",88,,"2008-08-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/875/605/GCA_000875605.1_ViralProj31053","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/875/605/GCF_000875605.1_ViralProj31053"," Unknown:NC_011165.1/FM201281.1"
"Pseudomonas phage LMA2","Viruses;Other;Other","","","GCA_000880415.1","Complete",0.06653,55.6," Unknown:NC_011166.1/FM201282.1","bacteria",94,,"2008-08-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/880/415/GCA_000880415.1_ViralProj31055","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/880/415/GCF_000880415.1_ViralProj31055"," Unknown:NC_011166.1/FM201282.1"
"Bacillus phage IEBH","Viruses;Other;Other","","","GCA_000881435.1","Complete",0.053104,36.4," Unknown:NC_011167.1/EU874396.1","bacteria",86,,"2008-08-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/881/435/GCA_000881435.1_ViralProj31057","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/881/435/GCF_000881435.1_ViralProj31057"," Unknown:NC_011167.1/EU874396.1"
"Ralstonia phage RSB1","Viruses;Other;Autographiviridae","","","GCA_000883015.1","Complete",0.043079,61.7," Unknown:NC_011201.1/AB451219.1","bacteria",47,,"2008-09-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/883/015/GCA_000883015.1_ViralProj31163","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/883/015/GCF_000883015.1_ViralProj31163"," Unknown:NC_011201.1/AB451219.1"
"Burkholderia phage KS10","Viruses;Other;Myoviridae","","","GCA_000881475.1","Complete",0.037635,62.9," Unknown:NC_011216.1/EU822883.1","bacteria",49,,"2008-09-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/881/475/GCA_000881475.1_ViralProj31221","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/881/475/GCF_000881475.1_ViralProj31221"," Unknown:NC_011216.1/EU822883.1"
"Bacteroides phage B40-8","Viruses;Other;Siphoviridae","","","GCA_000883035.1","Complete",0.044929,38.6," Unknown:NC_011222.1/FJ008913.1","bacteria",46,,"2008-09-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/883/035/GCA_000883035.1_ViralProj31249","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/883/035/GCF_000883035.1_ViralProj31249"," Unknown:NC_011222.1/FJ008913.1"
